1000000 100000
1 764296 -787350902
1 505651 964864474
2 667834 721375
1 166798 -833119500
1 895446 83735030
1 280569 -342290450
1 58882 -535336795
1 544149 -745291696
1 922243 -431554952
1 270360 473490307
1 353737 -63908576
1 623611 -702254560
2 101443 372813
2 194512 241169
1 772256 668981242
1 568176 93002706
1 149382 -48046057
1 145480 959094484
1 600265 103793501
1 753155 544192378
1 306082 21535914
1 185810 614077780
2 50376 950042
1 673816 -68273147
1 612965 972637425
1 495601 966945814
1 891082 -277877654
1 926433 220874492
1 761973 948393127
1 738723 -517679096
2 470219 544299
1 1474 757826752
1 229888 -874984916
1 379517 852076803
1 887584 190796967
1 800802 -944747085
2 67819 99018
1 811309 904215036
1 919066 462277215
1 194484 108442154
1 487908 -771447243
1 95663 60424410
2 661557 903745
1 884476 609750294
2 87208 679733
1 298723 -556628611
1 987664 -811329329
2 262615 617506
1 862648 -130834604
1 505295 -344270853
1 851319 970516500
1 818108 -783501526
1 993728 829062031
1 436163 -653631889
1 941692 948407148
1 418174 276755682
1 186676 741806230
2 266422 836471
1 122125 154875199
1 5800 768722573
1 200134 438593175
1 677293 -238873313
2 14286 278243
1 888274 345782887
1 238905 -950606206
2 578797 950883
2 480391 674795
1 145815 265273083
1 329210 535114587
2 691889 965684
1 136655 -595150192
1 631789 513312744
1 467628 -924444387
1 907549 -160816855
2 454839 544963
1 674125 -904043309
1 887818 -291400923
2 133582 151204
1 19762 387242298
2 125423 843948
1 700294 -173372761
1 33284 -773629001
1 499719 29137652
2 127499 674766
1 997266 -790693783
2 116029 372869
2 677556 740620
1 703085 -414035449
1 15166 105280501
2 148830 961275
2 372665 407955
2 10458 855135
1 29638 -986049530
1 986018 933268264
1 537543 -515606496
1 119058 -107008635
1 921256 -282878165
1 209556 746176833
1 23251 981623024
1 798584 -518115838
1 228938 -725115689
1 122777 270303643
2 844535 938328
2 525544 905317
1 471819 886033311
1 40047 -423998136
1 311473 936436137
1 572408 -909549200
1 719348 -340214175
1 703755 398550084
1 272202 -956698031
1 633743 539784214
1 497224 -983230797
1 269112 727068811
2 168008 602056
1 18375 842632581
1 862283 358096826
1 932194 216144155
1 510787 138520500
1 3588 -153727116
1 112856 282228645
1 581608 15118310
2 14801 627841
1 826581 -629332833
1 130620 -740591914
1 253481 -72596635
1 4100 -333775358
1 70109 -472634681
2 986271 998721
1 853899 666623093
1 134841 -965673257
2 337182 925941
1 357714 795259939
1 184335 252690469
1 608512 -727490215
2 591577 746302
1 663754 -462824023
1 369246 224366063
1 647961 232435972
1 392524 264667621
1 256710 -679129381
1 901892 709303755
1 681740 -230292272
1 207820 366700558
2 415331 444976
1 861030 495247315
1 927677 -60326383
1 805214 587315995
1 132859 651490910
1 448114 50045323
1 445351 -393290288
1 826745 -958940170
1 488437 118618296
1 587621 478351523
1 740383 -56316588
1 295816 399850082
2 122795 304044
2 853251 952859
1 599367 -319879185
1 921476 417667538
1 996668 -406179467
2 385702 463779
2 89508 679776
2 91736 116449
1 849462 -580791490
1 61572 82396246
1 495092 202933435
2 338416 401621
2 11227 283541
1 682211 -72895701
1 734167 597878233
1 851530 -583668672
1 102471 -761632
2 901806 936279
1 274592 572102662
2 338486 633494
1 14383 406567229
2 20453 242953
2 284260 556579
1 917142 -632143792
1 909089 462569490
1 766320 484088445
1 283500 464373947
2 121164 920590
1 747515 -801127610
1 181575 -859953303
2 65186 433547
1 489320 41683571
1 389776 634355451
1 250871 -274931627
1 285344 -890478086
1 896773 369107301
1 70263 -222952214
1 100909 139751778
1 742211 -469446752
2 569154 949692
1 65354 -585304621
1 265726 112807085
1 693480 258445876
2 2291 689107
1 34318 419022931
1 644070 -138414788
2 204473 378037
1 83236 -101522621
2 363870 380065
1 91672 -589271717
1 871436 920418860
2 548217 583933
1 766471 -436191655
1 840810 -693303921
1 162399 -160142015
2 471098 477117
2 287949 362639
2 75765 760285
1 941374 -540664569
2 869743 951161
1 16196 768264298
1 414518 592945298
1 573290 773285337
2 658008 785008
1 30218 -670482654
1 88376 -890097328
1 754348 -562674708
2 244147 926297
1 166307 -438067655
1 602543 -700934826
2 190275 560044
2 50443 656402
1 139011 -436014025
1 219073 183131754
2 234342 961928
1 49297 -695234593
1 800100 -700944746
1 235300 171933332
2 207420 364113
1 369651 -122926688
1 307613 122670420
2 134753 965984
1 708477 -486617390
1 853828 -552240903
1 367419 -435827679
1 215162 -643675565
1 938616 -989271427
1 627250 -367848506
2 234189 658342
1 952093 348832555
1 23005 -834071647
2 608767 964422
1 897549 -141160554
1 661546 672918191
1 296027 237752309
1 623299 966253239
2 378014 838439
2 604114 776708
1 18542 584111163
1 268448 -741895110
2 237969 919326
1 176224 569691754
1 275920 -225475511
1 166219 433461787
2 250442 529425
1 177460 -115234745
1 390416 -206445523
1 688371 -56508640
2 631094 906491
1 497594 -186249194
2 920379 942432
1 738236 -382740922
1 708850 -245408545
1 800073 -481747002
1 94292 685940469
2 837154 915668
2 43364 392055
1 920616 -30366422
1 796897 -357548863
1 491442 930273586
1 850778 982708454
1 348684 -597339813
2 162681 470238
1 668435 68300870
1 463413 357205180
2 188491 338045
2 201017 793621
1 779231 -265819604
2 439488 490303
1 162871 627018449
1 243036 550341354
1 535204 -499779356
2 233829 791175
1 795812 284468854
1 516114 123509691
1 478855 -356091312
1 193679 -10061894
1 911230 717068637
1 379907 -431212853
1 184712 -992927107
1 350311 538861370
1 863227 497861814
1 221376 551308191
1 314544 -390293428
1 185223 -65107298
2 241804 664582
2 317899 500066
1 852679 893233843
2 487207 920025
1 955818 909989822
1 104042 641599117
1 654956 59594966
1 966468 379610366
1 762114 -199276662
1 374691 553549947
1 250112 -799053827
1 589690 -565953321
1 945044 -809080360
2 49852 417977
1 833645 850187725
2 136678 964663
1 21322 -327102563
1 68477 51406235
2 87982 427494
2 561877 607204
1 949498 -670070904
1 803111 890588328
1 936151 -398126018
2 138403 559906
2 235807 596518
1 278763 -370968572
1 757443 553818537
1 899812 -585957643
1 678190 316628177
1 321766 -245831274
1 836961 -2389933
2 241888 677847
1 239313 473598772
1 595249 908244611
1 530090 -210814972
1 214467 -805047370
1 222154 151706189
1 175376 -363179798
1 59722 -954181652
2 78028 863517
1 948171 603808664
1 618439 -649679196
1 499509 -136240634
2 797194 917593
1 136731 318532914
1 568662 786380627
1 306342 390648642
1 312121 -868199741
1 874920 97098915
1 536791 -746141226
2 284671 348822
2 248434 562360
2 413788 725860
1 393729 997551412
1 918575 466895491
2 36964 210191
2 767687 864422
1 783464 -941862860
1 900493 -244038892
1 76496 -418098936
1 288067 -303890737
1 443527 -790679303
1 815142 -797527644
1 294523 -74383974
2 400739 519257
1 150421 759392694
1 125683 -870271173
2 237823 626927
1 777956 512154826
1 815892 452612713
2 475614 945618
2 364078 521261
1 802826 -113391059
1 648709 -473732114
1 117990 -788199794
1 414060 423704404
1 741169 964769048
1 862149 863080441
1 274556 -268544256
1 880267 -86996251
1 205327 -441926810
1 388095 -58273358
2 185336 914343
2 750832 973474
1 540289 205204190
1 600374 404204150
1 145802 -167165996
1 665007 -826594235
1 352375 741864642
1 664110 -123214609
1 486236 854968127
1 683939 137096660
1 741689 558778495
1 277716 712185214
1 463532 -944779877
1 794848 -997906560
2 296556 389253
1 236093 112837771
1 388633 -100968248
1 631467 -897170858
1 236777 -139499409
1 537038 756632536
1 395449 -574210934
1 493672 72707249
1 527129 -769361467
1 430259 366582054
2 84712 838137
1 670308 -732360739
1 496088 727338712
1 460508 661513471
1 482667 557541449
2 221957 823431
1 928760 884726839
1 633979 103733075
1 353378 156977385
1 529370 -991920511
1 114653 808877013
2 281940 878472
2 8765 496037
1 705728 629261321
1 787346 407532127
1 283557 156092377
1 138402 467191815
1 63058 -497367041
1 645246 358402018
1 736413 -829923087
2 724385 941552
1 806656 292201373
1 894011 -505368398
1 90523 -231605169
1 947512 224515525
1 239792 879929200
1 922913 -725926165
2 232941 322772
2 23963 571002
2 492318 965889
1 344198 -574675097
2 244180 844166
1 672468 -525729817
1 413110 -429586522
2 369108 852072
1 626523 678653430
1 582704 -476756296
1 198221 -603652234
2 2883 23777
1 561313 -47053721
2 25928 923089
1 381064 109266674
1 98018 500823848
1 501660 701946969
2 437710 740642
1 37240 -625885042
1 591850 316664024
1 727241 -196932975
2 63266 333694
2 348947 561966
1 245036 -694743424
2 794771 966468
1 611308 -582177276
1 128621 -483443780
1 684907 458577538
1 255368 924749627
1 876036 -104239539
2 228097 341316
1 965821 150446339
1 279373 -602805881
2 216064 985538
1 257675 -581040762
1 166751 -985034266
1 792975 -388502612
1 902068 -100630887
2 628632 887278
1 799627 -384903210
1 606554 455779638
1 442067 490364443
1 123951 188429871
2 318109 474440
2 403360 546140
1 677658 35179616
1 945430 70500234
1 880248 -964583678
1 53233 299776093
1 453611 -13510184
1 306273 -78665153
1 540042 236984749
2 217438 738330
2 486262 628064
1 618605 189639772
1 439687 -95703681
1 352016 -184290833
1 270547 378098944
1 948218 -549352645
1 344561 -356028188
2 464656 704836
1 374363 -172440150
2 378868 624406
1 595330 -589428966
1 153262 246497961
1 507102 217380093
1 811577 -75388304
2 278118 411442
1 13767 847527859
2 64587 624987
1 85895 -123182083
1 620828 -249613201
1 521408 144617397
2 134086 279506
1 11077 -44610055
1 388482 896423501
1 97508 755381076
2 360231 432871
1 491689 698736282
2 219045 496071
2 163422 425292
1 827062 745796821
2 577688 797090
1 393419 -578545692
2 255467 954545
1 270207 521058200
2 617474 851311
1 322540 -277093874
2 69594 330560
1 536362 10699918
2 243615 397487
1 421778 -488199936
1 931246 292262249
1 34751 -396733447
2 390972 757291
2 16955 43980
1 854827 -434929821
1 734947 148937540
1 398891 831207718
1 561241 -651801939
1 442804 496016873
1 20791 348792025
1 176179 400877993
1 973438 -736033799
2 253221 358637
1 132999 -822120547
2 268771 973945
2 754682 824684
2 289520 748557
2 101158 259264
2 625901 953895
1 295035 52339854
1 418750 -220377413
2 663997 669583
1 875664 415202672
1 984439 -817479254
1 769059 961616975
2 106099 470099
2 858969 860445
2 32666 530881
2 383524 735200
1 290503 798081029
2 211560 366979
1 309686 -743367864
2 347088 439071
1 869729 852453640
1 614141 19277699
1 91037 188582847
1 867662 717028620
2 562451 699567
1 998695 382033108
1 471284 293249288
2 437645 822309
1 881287 -552061262
1 581822 587037604
1 416667 -544036975
1 456453 -510445330
1 224117 -416553811
1 826266 452974633
1 44446 383101533
1 901048 692557299
2 64890 785363
1 901629 -979944157
1 729585 -238804640
1 658915 597228726
1 7576 -428574711
1 682616 -514706111
1 816116 -537808028
1 314015 340231644
2 142557 658565
1 627782 -674914476
1 851215 -166180617
1 365374 -281950896
1 503160 843745065
1 974291 -448415632
1 478544 751627264
1 238917 665211045
1 255652 -810023314
1 641032 -478065089
1 517005 174251808
1 28604 -934735488
2 12309 493321
2 118661 301175
2 32473 615822
1 215689 -613586152
1 125653 657242435
2 54942 787903
1 487152 446328257
1 338428 759264474
1 974315 28603683
1 482104 563944611
1 17446 -250905806
2 185695 333000
2 301543 533825
1 112301 484963541
2 105164 655766
1 405483 -311001526
1 114731 35846832
1 531131 724381271
1 702063 -833945392
2 476081 612645
1 502343 372289321
2 343913 737696
1 244251 50880887
2 603239 656533
1 826409 -878465210
1 706633 -143289844
2 576321 771327
1 29355 525084692
1 720351 320506325
1 75749 -630767750
1 818879 922683531
1 202466 345787462
1 279119 890100745
2 426602 711807
2 270963 892350
1 940399 -288442471
2 358975 919901
1 49777 359576274
1 301441 -77829300
1 902847 -928693523
1 835880 -477848993
1 984325 -680040604
1 155697 -538730085
1 33544 299014432
1 281217 980294703
1 148271 838149330
2 340650 535607
1 303446 -266702590
2 99605 237364
1 424760 413241418
1 348307 840232291
1 736168 -202235554
2 276741 341696
1 333450 -193653218
1 160169 93090308
2 737370 773696
1 5260 439252969
1 220791 -828815343
1 585243 -250168
1 902072 283195573
1 649050 555924596
1 714233 883865406
1 894644 -222247862
1 96998 -194624844
1 50571 -630672806
1 110076 -744226786
2 53745 372037
1 263341 979194974
2 154356 280088
1 406704 -483495928
1 938796 -249451450
1 278386 -764794976
1 527875 119193447
1 245013 316311316
2 170876 595441
2 384333 397152
1 332705 707461328
2 183957 227199
1 975956 970917696
1 348429 125546211
1 337511 93978969
2 655462 692687
1 543260 -222444449
1 717473 -134505865
1 479168 -820298514
1 575476 542930878
1 869268 -350664350
1 486534 -151750614
1 618359 -407658539
1 603565 -110700076
2 76283 351025
1 821019 641452523
1 865788 169439138
2 641014 822029
1 23179 142941582
2 343234 351398
1 814527 -175222279
2 462436 816736
1 376914 -831767904
1 271472 508217762
1 584036 209883356
1 416109 188453828
1 526022 -231762597
1 258144 -268467038
1 236889 -107070345
2 682940 882162
2 361861 684144
1 329357 102358638
2 223768 925447
1 692937 976276243
2 428046 991135
1 441987 708554244
2 342028 390589
1 138977 420752152
1 943250 879938800
1 948284 -998538769
2 174103 499774
1 662382 71696209
1 637799 266284709
1 991941 615164547
1 121625 -706219999
2 63155 935718
2 106890 666014
2 114325 583337
1 123454 896658686
1 508761 923978701
1 794478 773693871
1 507093 321640348
2 295612 725852
1 760009 163876372
2 319216 634449
2 498556 744483
2 98921 565939
1 499107 849997125
1 546368 -139305472
1 886726 -122102706
1 395262 -195248043
1 141982 943642072
1 673219 -750786847
1 715099 -929171248
2 682875 856451
2 405911 794770
1 897529 147761195
2 377458 848426
1 897563 161282706
1 233068 -517413143
1 690147 985872099
1 273391 610556681
2 540267 755031
1 552173 271696947
1 28189 -291820192
1 699806 -7375591
2 240662 584999
2 80354 582012
1 594705 787355219
1 33542 -382550728
1 141899 -215459507
2 479080 575795
1 110943 -534314150
2 106301 460828
2 486860 571548
1 234425 690022135
1 762922 650055861
1 730068 -323506254
2 397872 976007
1 43390 309114190
1 700632 18534397
1 849459 360263693
1 60958 592531403
1 703141 -124523450
2 78039 859671
1 760346 -714961990
1 562186 913193311
1 45589 914885483
1 153106 205039715
2 452196 797068
2 405468 817195
1 748634 697474145
2 341178 760117
1 753959 296223633
1 974118 744437666
1 948205 890131958
1 93155 -895812521
2 441452 586529
2 411693 457633
2 217779 811667
1 475395 -396354144
1 436640 -359922872
1 568928 619854842
1 452896 194751811
1 903343 427600610
1 657495 819087378
2 82296 940797
1 127150 -615069086
1 132250 457677805
1 609900 531492124
1 976652 650024238
2 58301 474319
1 624961 -804999752
1 928990 -922594769
1 958449 -833407900
2 898310 910482
1 920042 714726908
1 738039 620292727
2 778423 881549
1 616367 122753726
1 13228 921575775
1 690562 -34915936
1 647861 -786510656
2 489875 539795
1 433006 753996129
1 826103 -923747335
2 498731 836922
1 79484 -146155586
1 536845 -88737215
1 836451 348592027
1 627090 -992419409
1 626049 569491741
2 207567 240949
2 563470 727857
1 727504 461516485
2 690457 842985
1 309642 357217022
1 140678 194528233
1 819189 -484988476
1 486302 -784658717
1 840333 888622002
1 704353 85487191
2 172045 390253
1 800973 -846609653
1 762054 -952990780
1 816259 -942885006
2 541625 928852
2 218478 258718
1 822083 -950750561
1 271623 69411208
2 7766 500059
2 284066 944834
1 463624 33210206
1 928716 994872003
2 229731 388337
1 235148 148288121
1 619950 -104508323
1 34774 -824175891
2 193944 493570
2 386271 911593
1 141987 129968801
1 326381 70803898
1 104922 731224818
2 247833 879132
1 126826 -126030730
1 459922 735290735
2 327222 551182
1 925124 -643674127
2 685964 744859
1 349665 761313141
1 164067 985270394
1 384952 -553960559
1 241599 561781070
1 649997 -23044024
1 248172 -72421229
1 618330 281142661
1 75671 701324652
1 361959 73401184
1 754762 173123156
2 88440 283243
2 555048 650792
1 175935 -103300855
1 555324 -850757581
2 192681 545774
1 969512 54611468
1 520318 694590109
1 815820 -704375897
1 923793 -384266701
1 38686 -279427088
1 687269 852708784
1 307717 184052490
2 108874 962919
2 836622 925818
1 654403 -287452518
1 978449 653848168
1 906083 592488469
2 421052 594224
1 548208 -399471987
1 332385 -594625214
1 805267 -5703527
1 701107 977644919
1 702058 -740364935
1 695466 -898587296
1 369828 150719392
2 19043 930243
1 481181 -258203340
1 933599 -737953537
1 935527 760048750
1 127080 -901849006
2 190415 894275
2 51337 561708
1 14805 986421621
1 918545 -57977618
1 849452 -858042678
1 909234 342096356
1 112412 -551116260
1 813021 913436202
1 972095 -755772548
2 26437 597384
1 537060 -727144944
1 400465 326160227
2 2279 184781
1 537027 363323440
1 900990 416084058
1 116301 466060699
1 904268 490416169
1 900845 205270011
1 404209 -777015381
2 156584 198736
2 92876 760349
1 725013 856201899
1 583496 823508812
1 100026 804297313
1 262692 74468626
1 725705 -106807747
